,path,res_num,dir_name,tmscore,gdtts
"('casp8/T0453', 28692)",casp8/T0453/forecast_TS2.npz,87,casp8/T0453,0.8334,0.8305
"('casp8/T0453', 103325)",casp8/T0453/FOLDpro_TS3.npz,87,casp8/T0453,0.5659,0.5575
"('casp8/T0453', 40939)",casp8/T0453/LEE-SERVER_TS3.npz,87,casp8/T0453,0.8779,0.8736
"('casp8/T0453', 113133)",casp8/T0453/mariner1_TS3.npz,82,casp8/T0453,0.2892,0.3276
"('casp8/T0453', 28873)",casp8/T0453/GeneSilicoMetaServer_TS2.npz,87,casp8/T0453,0.7806,0.7845
"('casp8/T0453', 3864)",casp8/T0453/COMA_TS4.npz,87,casp8/T0453,0.8206,0.8132
"('casp8/T0453', 91624)",casp8/T0453/Fiser-M4T_TS1.npz,85,casp8/T0453,0.835,0.8333
"('casp8/T0453', 86268)",casp8/T0453/mariner1_TS1.npz,76,casp8/T0453,0.1618,0.1724
"('casp8/T0453', 19384)",casp8/T0453/ACOMPMOD_TS5.npz,87,casp8/T0453,0.2297,0.25
"('casp8/T0453', 13509)",casp8/T0453/schenk-torda-server_TS2.npz,87,casp8/T0453,0.2523,0.25
"('casp8/T0453', 31857)",casp8/T0453/rehtnap_TS3.npz,84,casp8/T0453,0.7657,0.7672
"('casp8/T0453', 15064)",casp8/T0453/MULTICOM-RANK_TS1.npz,87,casp8/T0453,0.8865,0.8879
"('casp8/T0453', 109177)",casp8/T0453/MUSTER_TS3.npz,87,casp8/T0453,0.7998,0.7959999999999999
"('casp8/T0453', 113003)",casp8/T0453/nFOLD3_TS3.npz,87,casp8/T0453,0.8059,0.8017
"('casp8/T0453', 96752)",casp8/T0453/SAM-T02-server_AL3.npz,86,casp8/T0453,0.7843,0.7902
"('casp8/T0453', 16538)",casp8/T0453/BioSerf_TS1.npz,87,casp8/T0453,0.8031,0.7959999999999999
"('casp8/T0453', 40212)",casp8/T0453/panther_server_TS2.npz,87,casp8/T0453,0.5525,0.5431
"('casp8/T0453', 106450)",casp8/T0453/Pcons_local_TS4.npz,85,casp8/T0453,0.7695,0.7701
"('casp8/T0453', 60094)",casp8/T0453/LEE-SERVER_TS4.npz,87,casp8/T0453,0.8755,0.8736
"('casp8/T0453', 98400)",casp8/T0453/FFASsuboptimal_TS1.npz,87,casp8/T0453,0.8379,0.8333
"('casp8/T0453', 68924)",casp8/T0453/Phyre2_TS4.npz,87,casp8/T0453,0.8281,0.8190000000000001
"('casp8/T0453', 52332)",casp8/T0453/MUFOLD-Server_TS5.npz,87,casp8/T0453,0.7933,0.7874
"('casp8/T0453', 73035)",casp8/T0453/MUSTER_TS5.npz,87,casp8/T0453,0.8039,0.7959999999999999
"('casp8/T0453', 45351)",casp8/T0453/MULTICOM-RANK_TS5.npz,87,casp8/T0453,0.7892,0.7931
"('casp8/T0455', 43877)",casp8/T0455/Pcons_multi_TS3.npz,139,casp8/T0455,0.8962,0.8579
"('casp8/T0455', 671)",casp8/T0455/pipe_int_TS3.npz,139,casp8/T0455,0.8241,0.741
"('casp8/T0455', 73412)",casp8/T0455/Frankenstein_TS5.npz,139,casp8/T0455,0.8364,0.8219
"('casp8/T0455', 94476)",casp8/T0455/METATASSER_TS2.npz,139,casp8/T0455,0.9085,0.8741
"('casp8/T0455', 112776)",casp8/T0455/pro-sp3-TASSER_TS3.npz,139,casp8/T0455,0.8865,0.8363
"('casp8/T0455', 58564)",casp8/T0455/RAPTOR_TS4.npz,139,casp8/T0455,0.8938,0.8507
"('casp8/T0455', 112217)",casp8/T0455/Phyre2_TS5.npz,138,casp8/T0455,0.8859,0.8219
"('casp8/T0455', 13586)",casp8/T0455/METATASSER_TS1.npz,139,casp8/T0455,0.9099,0.8849
"('casp8/T0455', 27334)",casp8/T0455/ACOMPMOD_TS5.npz,139,casp8/T0455,0.1597,0.1187
"('casp8/T0455', 8676)",casp8/T0455/pipe_int_TS1.npz,139,casp8/T0455,0.8967,0.8579
"('casp8/T0455', 42924)",casp8/T0455/COMA-M_TS5.npz,139,casp8/T0455,0.8933,0.8399
"('casp8/T0455', 22656)",casp8/T0455/FEIG_TS4.npz,139,casp8/T0455,0.8842,0.8345
"('casp8/T0455', 95013)",casp8/T0455/PSI_TS3.npz,138,casp8/T0455,0.8065,0.7266
"('casp8/T0455', 101166)",casp8/T0455/fais-server_TS1.npz,139,casp8/T0455,0.8729,0.7968
"('casp8/T0455', 72408)",casp8/T0455/Phyre2_TS1.npz,139,casp8/T0455,0.8157,0.7284
"('casp8/T0455', 92533)",casp8/T0455/MUSTER_TS3.npz,139,casp8/T0455,0.8405,0.7788
"('casp8/T0455', 55780)",casp8/T0455/PS2-server_TS4.npz,139,casp8/T0455,0.8682,0.8112
"('casp8/T0455', 114956)",casp8/T0455/keasar-server_TS1.npz,139,casp8/T0455,0.8995,0.8651
"('casp8/T0455', 76027)",casp8/T0455/Phyre2_TS4.npz,138,casp8/T0455,0.8418,0.7932
"('casp8/T0455', 83189)",casp8/T0455/FFASsuboptimal_TS5.npz,138,casp8/T0455,0.843,0.7752
"('casp8/T0455', 111903)",casp8/T0455/RBO-Proteus_TS4.npz,139,casp8/T0455,0.2667,0.2158
"('casp8/T0455', 2351)",casp8/T0455/FALCON_CONSENSUS_TS4.npz,139,casp8/T0455,0.8183,0.732
"('casp8/T0455', 107784)",casp8/T0455/Pcons_dot_net_TS1.npz,139,casp8/T0455,0.8899,0.8471
"('casp8/T0455', 42116)",casp8/T0455/FAMSD_TS2.npz,138,casp8/T0455,0.9017,0.8561
"('casp8/T0455', 55293)",casp8/T0455/FOLDpro_TS5.npz,139,casp8/T0455,0.8668,0.8183
"('casp8/T0455', 73200)",casp8/T0455/mariner1_TS3.npz,131,casp8/T0455,0.1681,0.1439
"('casp8/T0455', 46816)",casp8/T0455/Frankenstein_TS2.npz,139,casp8/T0455,0.8251,0.768
"('casp8/T0455', 10930)",casp8/T0455/FEIG_TS3.npz,139,casp8/T0455,0.8793,0.8471
"('casp8/T0455', 16848)",casp8/T0455/MULTICOM-CLUSTER_TS5.npz,139,casp8/T0455,0.9156,0.8921
"('casp8/T0455', 83681)",casp8/T0455/MUFOLD-MD_TS4.npz,139,casp8/T0455,0.35200000000000004,0.2986
"('casp8/T0455', 12051)",casp8/T0455/Pushchino_TS1.npz,139,casp8/T0455,0.898,0.8615
"('casp8/T0455', 83553)",casp8/T0455/MUSTER_TS4.npz,139,casp8/T0455,0.8370000000000001,0.75
"('casp8/T0455', 2147)",casp8/T0455/Poing_TS5.npz,138,casp8/T0455,0.8859,0.8219
"('casp8/T0455', 47269)",casp8/T0455/LOOPP_Server_TS1.npz,136,casp8/T0455,0.8438,0.7716
"('casp8/T0455', 85926)",casp8/T0455/MUFOLD-MD_TS5.npz,139,casp8/T0455,0.3083,0.2644
"('casp8/T0455', 73299)",casp8/T0455/YASARA_TS4.npz,139,casp8/T0455,0.8999,0.8579
"('casp8/T0455', 4734)",casp8/T0455/Zhang-Server_TS4.npz,139,casp8/T0455,0.9179999999999999,0.9029
"('casp8/T0455', 54416)",casp8/T0455/mariner1_TS5.npz,131,casp8/T0455,0.195,0.1565
"('casp8/T0455', 62633)",casp8/T0455/FFASstandard_TS1.npz,138,casp8/T0455,0.843,0.7752
"('casp8/T0455', 108381)",casp8/T0455/3D-JIGSAW_V3_TS4.npz,139,casp8/T0455,0.889,0.8561
"('casp8/T0455', 11141)",casp8/T0455/COMA-M_TS4.npz,139,casp8/T0455,0.8833,0.8399
"('casp8/T0455', 43221)",casp8/T0455/LOOPP_Server_TS2.npz,136,casp8/T0455,0.8129,0.723
"('casp8/T0455', 39465)",casp8/T0455/LEE-SERVER_TS1.npz,139,casp8/T0455,0.914,0.8903
"('casp8/T0455', 68299)",casp8/T0455/FALCON_TS4.npz,139,casp8/T0455,0.8279,0.741
"('casp8/T0455', 65733)",casp8/T0455/RAPTOR_TS2.npz,139,casp8/T0455,0.9041,0.8669
"('casp8/T0455', 66899)",casp8/T0455/MUProt_TS1.npz,139,casp8/T0455,0.9163,0.8867
"('casp8/T0455', 55114)",casp8/T0455/YASARA_TS2.npz,139,casp8/T0455,0.8290000000000001,0.7464
"('casp8/T0455', 100429)",casp8/T0455/SAM-T02-server_AL2.npz,135,casp8/T0455,0.8057,0.7212
"('casp8/T0455', 114937)",casp8/T0455/HHpred4_TS1.npz,139,casp8/T0455,0.8937,0.8525
"('casp8/T0455', 84290)",casp8/T0455/pipe_int_TS5.npz,139,casp8/T0455,0.8759,0.8237
"('casp8/T0455', 92091)",casp8/T0455/GS-MetaServer2_TS4.npz,139,casp8/T0455,0.8788,0.8237
"('casp8/T0455', 16107)",casp8/T0455/SAM-T08-server_TS1.npz,139,casp8/T0455,0.8645,0.8273
"('casp8/T0455', 19498)",casp8/T0455/3D-JIGSAW_AEP_TS2.npz,139,casp8/T0455,0.8969,0.8597
"('casp8/T0455', 104113)",casp8/T0455/MULTICOM-REFINE_TS5.npz,139,casp8/T0455,0.9146,0.8795
"('casp8/T0455', 56558)",casp8/T0455/Pcons_dot_net_TS3.npz,138,casp8/T0455,0.8971,0.8561
"('casp8/T0455', 108680)",casp8/T0455/MULTICOM-RANK_TS2.npz,139,casp8/T0455,0.9129999999999999,0.8777
"('casp8/T0455', 91444)",casp8/T0455/Distill_TS4.npz,139,casp8/T0455,0.8882,0.8022
"('casp8/T0455', 48138)",casp8/T0455/OLGAFS_TS2.npz,139,casp8/T0455,0.8241,0.741
"('casp8/T0455', 106063)",casp8/T0455/rehtnap_TS1.npz,136,casp8/T0455,0.8558,0.7896
"('casp8/T0455', 48054)",casp8/T0455/schenk-torda-server_TS3.npz,139,casp8/T0455,0.1442,0.1079
"('casp8/T0455', 30209)",casp8/T0455/circle_TS1.npz,139,casp8/T0455,0.8589,0.7932
"('casp8/T0455', 26109)",casp8/T0455/keasar-server_TS2.npz,139,casp8/T0455,0.8794,0.8345
"('casp8/T0455', 8115)",casp8/T0455/COMA_TS2.npz,139,casp8/T0455,0.8221,0.7374
"('casp8/T0455', 52577)",casp8/T0455/GeneSilicoMetaServer_TS1.npz,139,casp8/T0455,0.8937,0.8507
"('casp8/T0455', 74370)",casp8/T0455/SAM-T06-server_TS1.npz,139,casp8/T0455,0.8612,0.8273
"('casp8/T0455', 106954)",casp8/T0455/Frankenstein_TS1.npz,139,casp8/T0455,0.8859,0.8273
"('casp8/T0455', 57939)",casp8/T0455/SAM-T08-server_TS4.npz,130,casp8/T0455,0.7769,0.6996
"('casp8/T0455', 36027)",casp8/T0455/PS2-server_TS3.npz,139,casp8/T0455,0.8457,0.8004
"('casp8/T0455', 74659)",casp8/T0455/FALCON_CONSENSUS_TS2.npz,139,casp8/T0455,0.8413,0.7608
"('casp8/T0455', 52562)",casp8/T0455/forecast_TS2.npz,139,casp8/T0455,0.9063,0.8615
"('casp8/T0455', 8073)",casp8/T0455/pro-sp3-TASSER_TS4.npz,139,casp8/T0455,0.899,0.8669
"('casp8/T0455', 52748)",casp8/T0455/pro-sp3-TASSER_TS2.npz,139,casp8/T0455,0.9093,0.8831
"('casp8/T0455', 73107)",casp8/T0455/COMA-M_TS3.npz,139,casp8/T0455,0.9168,0.8957
"('casp8/T0455', 33370)",casp8/T0455/BAKER-ROBETTA_TS5.npz,139,casp8/T0455,0.87,0.8381
"('casp8/T0455', 16355)",casp8/T0455/fais-server_TS2.npz,139,casp8/T0455,0.8695,0.8147
"('casp8/T0455', 21517)",casp8/T0455/MULTICOM-REFINE_TS1.npz,139,casp8/T0455,0.9192,0.8921
"('casp8/T0457', 94351)",casp8/T0457/MULTICOM-REFINE_TS2.npz,316,casp8/T0457,0.5339,0.3813
"('casp8/T0457', 62097)",casp8/T0457/forecast_TS3.npz,316,casp8/T0457,0.5567,0.3987
"('casp8/T0457', 34496)",casp8/T0457/Distill_TS1.npz,294,casp8/T0457,0.4618,0.2903
"('casp8/T0457', 35944)",casp8/T0457/ACOMPMOD_TS2.npz,299,casp8/T0457,0.5184,0.3703
"('casp8/T0457', 89230)",casp8/T0457/MULTICOM-CMFR_TS5.npz,316,casp8/T0457,0.5353,0.3797
"('casp8/T0457', 90708)",casp8/T0457/COMA_TS1.npz,316,casp8/T0457,0.4933,0.3014
"('casp8/T0457', 11139)",casp8/T0457/COMA_TS4.npz,316,casp8/T0457,0.5098,0.3434
"('casp8/T0457', 8456)",casp8/T0457/MUFOLD-Server_TS3.npz,316,casp8/T0457,0.2072,0.0989
"('casp8/T0457', 100814)",casp8/T0457/FEIG_TS3.npz,316,casp8/T0457,0.5391,0.3829
"('casp8/T0457', 31346)",casp8/T0457/keasar-server_TS5.npz,316,casp8/T0457,0.5354,0.3877
"('casp8/T0457', 106585)",casp8/T0457/Frankenstein_TS4.npz,316,casp8/T0457,0.5371,0.3766
"('casp8/T0457', 55867)",casp8/T0457/GS-MetaServer2_TS5.npz,278,casp8/T0457,0.5111,0.3552
"('casp8/T0457', 86566)",casp8/T0457/FUGUE_KM_AL5.npz,311,casp8/T0457,0.451,0.2777
"('casp8/T0457', 61658)",casp8/T0457/SAM-T08-server_TS4.npz,271,casp8/T0457,0.4892,0.3568
"('casp8/T0457', 110301)",casp8/T0457/RBO-Proteus_TS4.npz,316,casp8/T0457,0.2019,0.11
"('casp8/T0457', 35306)",casp8/T0457/circle_TS5.npz,295,casp8/T0457,0.5298,0.3766
"('casp8/T0457', 54873)",casp8/T0457/COMA-M_TS5.npz,316,casp8/T0457,0.4999,0.307
"('casp8/T0457', 92272)",casp8/T0457/MUProt_TS3.npz,316,casp8/T0457,0.5385,0.3797
"('casp8/T0457', 67587)",casp8/T0457/OLGAFS_TS2.npz,103,casp8/T0457,0.1026,0.0585
"('casp8/T0457', 85737)",casp8/T0457/ACOMPMOD_TS4.npz,316,casp8/T0457,0.4534,0.2809
"('casp8/T0457', 114397)",casp8/T0457/FFASsuboptimal_TS4.npz,295,casp8/T0457,0.5311,0.3837
"('casp8/T0457', 112587)",casp8/T0457/Zhang-Server_TS1.npz,316,casp8/T0457,0.5785,0.4185
"('casp8/T0457', 50529)",casp8/T0457/PS2-server_TS5.npz,316,casp8/T0457,0.532,0.3695
"('casp8/T0457', 112561)",casp8/T0457/3D-JIGSAW_AEP_TS3.npz,316,casp8/T0457,0.5276,0.379
"('casp8/T0457', 19581)",casp8/T0457/FALCON_CONSENSUS_TS2.npz,316,casp8/T0457,0.568,0.4066
"('casp8/T0457', 47490)",casp8/T0457/METATASSER_TS2.npz,316,casp8/T0457,0.5648,0.3987
"('casp8/T0457', 41581)",casp8/T0457/mariner1_TS5.npz,302,casp8/T0457,0.2981,0.1638
"('casp8/T0457', 18161)",casp8/T0457/Phyre_de_novo_TS1.npz,316,casp8/T0457,0.509,0.3157
"('casp8/T0457', 31221)",casp8/T0457/Poing_TS3.npz,316,casp8/T0457,0.5397,0.3671
"('casp8/T0457', 98287)",casp8/T0457/rehtnap_TS3.npz,271,casp8/T0457,0.4896,0.3315
"('casp8/T0457', 69161)",casp8/T0457/MULTICOM-CLUSTER_TS2.npz,316,casp8/T0457,0.5414,0.3861
"('casp8/T0457', 6708)",casp8/T0457/BAKER-ROBETTA_TS3.npz,316,casp8/T0457,0.5561,0.3924
"('casp8/T0457', 52844)",casp8/T0457/3D-JIGSAW_AEP_TS2.npz,313,casp8/T0457,0.5479,0.3892
"('casp8/T0457', 22308)",casp8/T0457/mariner1_TS3.npz,297,casp8/T0457,0.5425,0.3908
"('casp8/T0457', 107844)",casp8/T0457/Pcons_multi_TS2.npz,316,casp8/T0457,0.5373,0.3853
"('casp8/T0457', 82193)",casp8/T0457/3D-JIGSAW_AEP_TS5.npz,316,casp8/T0457,0.484,0.3497
"('casp8/T0457', 115039)",casp8/T0457/Pcons_local_TS5.npz,293,casp8/T0457,0.5447,0.3877
"('casp8/T0457', 78725)",casp8/T0457/nFOLD3_TS1.npz,286,casp8/T0457,0.5267,0.3774
"('casp8/T0457', 32234)",casp8/T0457/Pcons_dot_net_TS3.npz,295,casp8/T0457,0.5358,0.3869
"('casp8/T0457', 72013)",casp8/T0457/Pcons_local_TS4.npz,293,casp8/T0457,0.5447,0.3877
"('casp8/T0457', 113826)",casp8/T0457/FFASstandard_TS5.npz,295,casp8/T0457,0.5341,0.3797
"('casp8/T0457', 69773)",casp8/T0457/3D-JIGSAW_AEP_TS1.npz,316,casp8/T0457,0.5479,0.3892
"('casp8/T0457', 75588)",casp8/T0457/Pcons_dot_net_TS2.npz,299,casp8/T0457,0.54,0.3853
"('casp8/T0457', 8476)",casp8/T0457/Zhang-Server_TS4.npz,316,casp8/T0457,0.5498,0.3987
"('casp8/T0457', 77007)",casp8/T0457/MUProt_TS5.npz,316,casp8/T0457,0.5343,0.3805
"('casp8/T0457', 10972)",casp8/T0457/SAM-T02-server_AL2.npz,251,casp8/T0457,0.4985,0.3726
"('casp8/T0457', 93255)",casp8/T0457/FAMSD_TS4.npz,295,casp8/T0457,0.5331,0.3853
"('casp8/T0457', 15047)",casp8/T0457/3D-JIGSAW_V3_TS2.npz,316,casp8/T0457,0.5399,0.3805
"('casp8/T0457', 100159)",casp8/T0457/Phyre2_TS5.npz,316,casp8/T0457,0.5359,0.3726
"('casp8/T0457', 39536)",casp8/T0457/3D-JIGSAW_V3_TS5.npz,316,casp8/T0457,0.5397,0.3829
"('casp8/T0457', 86490)",casp8/T0457/3Dpro_TS2.npz,316,casp8/T0457,0.5085,0.3188
"('casp8/T0457', 97879)",casp8/T0457/schenk-torda-server_TS2.npz,316,casp8/T0457,0.1449,0.0665
"('casp8/T0457', 103720)",casp8/T0457/FALCON_CONSENSUS_TS3.npz,316,casp8/T0457,0.5692,0.4059
"('casp8/T0457', 24097)",casp8/T0457/FOLDpro_TS2.npz,316,casp8/T0457,0.4528,0.2619
"('casp8/T0457', 37346)",casp8/T0457/Pcons_local_TS2.npz,294,casp8/T0457,0.5307,0.379
"('casp8/T0457', 91704)",casp8/T0457/LOOPP_Server_TS3.npz,298,casp8/T0457,0.5212,0.3695
"('casp8/T0457', 28816)",casp8/T0457/Poing_TS5.npz,316,casp8/T0457,0.5354,0.3726
"('casp8/T0457', 63666)",casp8/T0457/PSI_TS1.npz,313,casp8/T0457,0.5515,0.3347
"('casp8/T0457', 4556)",casp8/T0457/COMA-M_TS3.npz,316,casp8/T0457,0.4848,0.3101
"('casp8/T0457', 57224)",casp8/T0457/Distill_TS2.npz,302,casp8/T0457,0.4345,0.2983
"('casp8/T0457', 110892)",casp8/T0457/MULTICOM-CLUSTER_TS5.npz,316,casp8/T0457,0.5342,0.3845
"('casp8/T0457', 14811)",casp8/T0457/mGenTHREADER_TS1.npz,297,casp8/T0457,0.5482,0.3441
"('casp8/T0457', 99772)",casp8/T0457/pro-sp3-TASSER_TS2.npz,316,casp8/T0457,0.5749,0.4035
"('casp8/T0457', 16788)",casp8/T0457/MULTICOM-CMFR_TS3.npz,316,casp8/T0457,0.5312,0.3742
"('casp8/T0457', 107300)",casp8/T0457/Zhang-Server_TS3.npz,316,casp8/T0457,0.5501,0.4011
"('casp8/T0457', 45812)",casp8/T0457/FUGUE_KM_AL2.npz,173,casp8/T0457,0.4426,0.3528
"('casp8/T0457', 46298)",casp8/T0457/Phyre_de_novo_TS3.npz,316,casp8/T0457,0.5403,0.3671
"('casp8/T0457', 67489)",casp8/T0457/MULTICOM-CLUSTER_TS3.npz,316,casp8/T0457,0.5779,0.4066
"('casp8/T0457', 6165)",casp8/T0457/FFASflextemplate_TS2.npz,295,casp8/T0457,0.5336,0.3845
"('casp8/T0458', 104326)",casp8/T0458/OLGAFS_TS2.npz,72,casp8/T0458,0.261,0.2792
"('casp8/T0458', 105492)",casp8/T0458/FOLDpro_TS2.npz,77,casp8/T0458,0.9455,0.9675
"('casp8/T0458', 99735)",casp8/T0458/SAM-T08-server_TS2.npz,77,casp8/T0458,0.9405,0.961
"('casp8/T0458', 40459)",casp8/T0458/GeneSilicoMetaServer_TS4.npz,77,casp8/T0458,0.9411,0.961
"('casp8/T0458', 11437)",casp8/T0458/FUGUE_KM_AL5.npz,59,casp8/T0458,0.2094,0.22399999999999998
"('casp8/T0458', 23089)",casp8/T0458/Distill_TS4.npz,77,casp8/T0458,0.7232,0.7240000000000001
"('casp8/T0458', 109704)",casp8/T0458/MUFOLD-MD_TS5.npz,77,casp8/T0458,0.3946,0.4416
"('casp8/T0458', 26336)",casp8/T0458/FFASflextemplate_TS3.npz,77,casp8/T0458,0.9403,0.9740000000000001
"('casp8/T0458', 52864)",casp8/T0458/pro-sp3-TASSER_TS5.npz,77,casp8/T0458,0.9092,0.9091
"('casp8/T0458', 53950)",casp8/T0458/OLGAFS_TS3.npz,68,casp8/T0458,0.2244,0.2695
"('casp8/T0458', 44074)",casp8/T0458/GS-MetaServer2_TS3.npz,77,casp8/T0458,0.9457,0.9643
"('casp8/T0458', 333)",casp8/T0458/PSI_TS3.npz,77,casp8/T0458,0.948,0.9675
"('casp8/T0458', 49037)",casp8/T0458/BAKER-ROBETTA_TS4.npz,77,casp8/T0458,0.9355,0.9643
"('casp8/T0458', 20861)",casp8/T0458/Poing_TS4.npz,77,casp8/T0458,0.9206,0.9416
"('casp8/T0458', 59794)",casp8/T0458/MUProt_TS3.npz,77,casp8/T0458,0.9479,0.9708
"('casp8/T0458', 62637)",casp8/T0458/FALCON_TS3.npz,77,casp8/T0458,0.3325,0.3896
"('casp8/T0458', 16001)",casp8/T0458/PSI_TS4.npz,77,casp8/T0458,0.9366,0.9578
"('casp8/T0458', 6910)",casp8/T0458/3D-JIGSAW_V3_TS5.npz,77,casp8/T0458,0.9296,0.9513
"('casp8/T0458', 105569)",casp8/T0458/Pcons_dot_net_TS4.npz,77,casp8/T0458,0.943,0.9675
"('casp8/T0458', 40375)",casp8/T0458/MUSTER_TS2.npz,77,casp8/T0458,0.9512,0.9708
"('casp8/T0458', 76461)",casp8/T0458/pipe_int_TS2.npz,77,casp8/T0458,0.9420000000000001,0.9643
"('casp8/T0458', 19306)",casp8/T0458/3Dpro_TS1.npz,77,casp8/T0458,0.9471,0.9675
"('casp8/T0458', 84235)",casp8/T0458/Poing_TS1.npz,77,casp8/T0458,0.9281,0.9578
"('casp8/T0458', 9961)",casp8/T0458/Phyre_de_novo_TS1.npz,77,casp8/T0458,0.9454,0.9675
"('casp8/T0458', 78574)",casp8/T0458/SAM-T06-server_TS3.npz,77,casp8/T0458,0.8886,0.9188
"('casp8/T0458', 65004)",casp8/T0458/forecast_TS4.npz,77,casp8/T0458,0.9296,0.9545
"('casp8/T0458', 48268)",casp8/T0458/YASARA_TS1.npz,77,casp8/T0458,0.9372,0.961
"('casp8/T0458', 44040)",casp8/T0458/FFASstandard_TS4.npz,77,casp8/T0458,0.9477,0.9740000000000001
"('casp8/T0458', 94548)",casp8/T0458/FOLDpro_TS1.npz,77,casp8/T0458,0.6459,0.6721
"('casp8/T0458', 27110)",casp8/T0458/LOOPP_Server_TS2.npz,77,casp8/T0458,0.9595,0.9838
"('casp8/T0458', 20544)",casp8/T0458/FFASsuboptimal_TS2.npz,77,casp8/T0458,0.9528,0.9773
"('casp8/T0458', 55199)",casp8/T0458/Frankenstein_TS1.npz,77,casp8/T0458,0.5858,0.6136
"('casp8/T0458', 29393)",casp8/T0458/MUSTER_TS1.npz,77,casp8/T0458,0.9368,0.9578
"('casp8/T0458', 33237)",casp8/T0458/LEE-SERVER_TS3.npz,77,casp8/T0458,0.946,0.9675
"('casp8/T0458', 88492)",casp8/T0458/MULTICOM-RANK_TS5.npz,77,casp8/T0458,0.9164,0.9351
"('casp8/T0458', 9031)",casp8/T0458/LEE-SERVER_TS4.npz,77,casp8/T0458,0.9447,0.9708
"('casp8/T0458', 51290)",casp8/T0458/FALCON_TS2.npz,77,casp8/T0458,0.9275,0.9545
"('casp8/T0458', 76233)",casp8/T0458/SAM-T02-server_AL5.npz,77,casp8/T0458,0.8824,0.9188
"('casp8/T0458', 96922)",casp8/T0458/Phragment_TS3.npz,77,casp8/T0458,0.9082,0.9318
"('casp8/T0458', 87316)",casp8/T0458/forecast_TS2.npz,77,casp8/T0458,0.9365,0.961
"('casp8/T0458', 101377)",casp8/T0458/pipe_int_TS4.npz,77,casp8/T0458,0.9333,0.9545
"('casp8/T0458', 105834)",casp8/T0458/ACOMPMOD_TS1.npz,77,casp8/T0458,0.6434,0.6786
"('casp8/T0458', 105861)",casp8/T0458/rehtnap_TS1.npz,61,casp8/T0458,0.7507,0.763
"('casp8/T0458', 43090)",casp8/T0458/nFOLD3_TS3.npz,77,casp8/T0458,0.9477,0.9740000000000001
"('casp8/T0458', 92643)",casp8/T0458/FAMSD_TS1.npz,77,casp8/T0458,0.9519,0.9773
"('casp8/T0458', 81968)",casp8/T0458/pipe_int_TS5.npz,77,casp8/T0458,0.9222,0.9513
"('casp8/T0458', 25569)",casp8/T0458/FAMSD_TS4.npz,77,casp8/T0458,0.9361,0.9513
"('casp8/T0458', 13444)",casp8/T0458/PS2-server_TS1.npz,77,casp8/T0458,0.9420000000000001,0.961
"('casp8/T0458', 80742)",casp8/T0458/fais-server_TS4.npz,77,casp8/T0458,0.951,0.9740000000000001
"('casp8/T0458', 15610)",casp8/T0458/COMA_TS1.npz,77,casp8/T0458,0.8754,0.9091
"('casp8/T0458', 16928)",casp8/T0458/3D-JIGSAW_AEP_TS1.npz,77,casp8/T0458,0.9057,0.9188
"('casp8/T0458', 13593)",casp8/T0458/MUProt_TS2.npz,77,casp8/T0458,0.9478,0.9675
"('casp8/T0458', 48608)",casp8/T0458/SAM-T06-server_TS4.npz,76,casp8/T0458,0.8747,0.9026
"('casp8/T0458', 68799)",casp8/T0458/3D-JIGSAW_V3_TS1.npz,77,casp8/T0458,0.8909999999999999,0.8994
"('casp8/T0458', 103477)",casp8/T0458/FALCON_CONSENSUS_TS1.npz,77,casp8/T0458,0.7477,0.7403
"('casp8/T0458', 29991)",casp8/T0458/nFOLD3_TS4.npz,77,casp8/T0458,0.9405,0.961
"('casp8/T0458', 53703)",casp8/T0458/Pcons_local_TS1.npz,77,casp8/T0458,0.9418,0.9643
"('casp8/T0458', 49244)",casp8/T0458/panther_server_TS4.npz,77,casp8/T0458,0.9121,0.9221
"('casp8/T0458', 33151)",casp8/T0458/3D-JIGSAW_AEP_TS4.npz,77,casp8/T0458,0.9219,0.9448
"('casp8/T0458', 3910)",casp8/T0458/GS-KudlatyPred_TS1.npz,77,casp8/T0458,0.9431,0.9643
"('casp8/T0458', 2918)",casp8/T0458/METATASSER_TS5.npz,77,casp8/T0458,0.8066,0.8117
"('casp8/T0458', 15668)",casp8/T0458/FAMSD_TS3.npz,77,casp8/T0458,0.9008,0.9221
"('casp8/T0458', 70471)",casp8/T0458/MULTICOM-CMFR_TS4.npz,77,casp8/T0458,0.9470000000000001,0.9675
"('casp8/T0458', 52249)",casp8/T0458/FOLDpro_TS3.npz,77,casp8/T0458,0.9237,0.9416
"('casp8/T0458', 96848)",casp8/T0458/Poing_TS3.npz,77,casp8/T0458,0.9082,0.9318
"('casp8/T0458', 6604)",casp8/T0458/MUFOLD-Server_TS5.npz,77,casp8/T0458,0.3278,0.3929
"('casp8/T0458', 40726)",casp8/T0458/Zhang-Server_TS3.npz,77,casp8/T0458,0.943,0.961
"('casp8/T0458', 24221)",casp8/T0458/FFASstandard_TS1.npz,77,casp8/T0458,0.9537,0.9740000000000001
"('casp8/T0458', 4276)",casp8/T0458/MUSTER_TS4.npz,77,casp8/T0458,0.9525,0.9740000000000001
"('casp8/T0458', 78416)",casp8/T0458/Pcons_multi_TS2.npz,77,casp8/T0458,0.9419,0.9643
"('casp8/T0458', 73847)",casp8/T0458/mariner1_TS4.npz,77,casp8/T0458,0.271,0.3344
