,Proposed,GDT_TS,target,ProQ3D,ProQ2D,ProQ3,ProQ2,VoroMQA,SBROD,Sato-3DCNN
T0979TS004_1,0.8326516151428223,49.19,T0979,0.4663270000000001,0.521964,0.364214,0.481992,0.100029,1.31293641969,0.404826819896698
T0979TS365_3,0.5167512893676758,42.39,T0979,0.314908,0.319529,0.146774,0.195898,0.0678638,1.19672360955,0.3023274838924408
T0979TS498_4,0.7130126953125,38.04,T0979,0.500314,0.456541,0.575291,0.579763,0.174276,1.1849079015700001,0.4166628122329712
T0979TS023_3,0.5513384938240051,39.95,T0979,0.412012,0.457439,0.195419,0.279471,0.0928721,1.2911536272,0.25272443890571594
T0979TS243_4,0.6914002299308777,53.26,T0979,0.45711,0.465259,0.269558,0.285329,0.0940426,1.28465165664,0.3782646656036377
T0979TS432_4,0.5095292925834656,36.41,T0979,0.34389200000000003,0.350657,0.199964,0.192138,0.07451310000000001,1.26118834091,0.24743698537349695
T0979TS312_5,0.6338025331497192,47.83,T0979,0.432524,0.429946,0.282085,0.43703,0.0937858,1.2748684742,0.2628646790981293
T0979TS058_3,0.8018952012062073,41.3,T0979,0.461155,0.472652,0.258804,0.207084,0.100645,1.27204094229,0.3597048223018646
T0979TS458_1,0.5833607912063599,34.51,T0979,0.351733,0.328518,0.230487,0.153598,0.0573971,1.20945290522,0.2779033482074737
T0979TS368_5,0.7784231305122375,49.73,T0979,0.501484,0.5314939999999999,0.3337,0.484339,0.104634,1.26567289277,0.3151233494281769
T0979TS164_4,0.7848043441772461,41.58,T0979,0.559159,0.491395,0.650582,0.645738,0.246113,1.29315528623,0.5417591333389282
T0979TS432_3,0.4839262962341309,38.04,T0979,0.339649,0.395978,0.219575,0.198107,0.079782,1.25167075715,0.2463603764772415
T0979TS110_3,0.6342833042144775,42.94,T0979,0.421955,0.402267,0.193343,0.161751,0.07304760000000002,1.2578672142,0.2776843309402466
T0979TS402_3,0.3785150945186615,43.21,T0979,0.344071,0.379913,0.217108,0.18891,0.0960441,1.2445251328,0.2625798881053925
T0979TS368_3,0.8088334798812866,37.5,T0979,0.518863,0.423304,0.673941,0.646005,0.31612,1.3087354494399999,0.7432284951210022
T0979TS497_4,0.7940459251403809,44.84,T0979,0.496966,0.50822,0.348049,0.4361020000000001,0.08968580000000001,1.18758519108,0.31908416748046875
T0979TS221_5,0.8512397408485413,41.03,T0979,0.580277,0.493736,0.6182949999999999,0.619097,0.2250530000000001,1.32212753895,0.5588805675506592
T0979TS497_5,0.7867805361747742,42.39,T0979,0.460717,0.474498,0.38966,0.477809,0.107123,1.17581241302,0.31590044498443604
T0979TS266_5,0.39109712839126587,37.23,T0979,0.313072,0.315734,0.285174,0.333522,0.0776202,1.2340347614799998,0.2028529942035675
T0979TS116_3,0.7726417183876038,44.56,T0979,0.467962,0.523407,0.377232,0.4834479999999999,0.09309810000000003,1.34277938467,0.3675535619258881
T0979TS402_5,0.3436956107616425,45.92,T0979,0.275715,0.262984,0.144552,0.148221,0.0856528,1.2762265894299998,0.20706360042095184
T0979TS498_3,0.6997037529945374,37.5,T0979,0.449539,0.397375,0.492429,0.476337,0.181205,1.1857077758299999,0.4242902398109436
T0979TS441_1,0.6684666275978088,42.94,T0979,0.543555,0.516035,0.677326,0.6860310000000001,0.245624,1.29759157453,0.5661576390266418
T0979TS116_4,0.8030385971069336,40.49,T0979,0.544053,0.568987,0.518246,0.7059880000000001,0.0894625,1.3402995163299998,0.3861452341079712
T0979TS488_5,0.7821705937385559,56.25,T0979,0.5313829999999999,0.546795,0.336097,0.44497,0.115415,1.28440157281,0.33946797251701355
T0979TS124_4,0.6772804856300354,40.49,T0979,0.453794,0.432942,0.375277,0.450006,0.133373,1.2745919807100001,0.3538919687271118
T0979TS257_1,0.762192964553833,45.11,T0979,0.497487,0.552489,0.330902,0.527173,0.0841408,1.30330583442,0.3094850182533264
T0979TS498_1,0.689420223236084,39.4,T0979,0.45286,0.394175,0.5150279999999999,0.5032,0.209044,1.19540059384,0.42427632212638855
T0979TS458_5,0.6891496777534485,33.42,T0979,0.422562,0.4229,0.36302,0.37268,0.116489,1.23356327713,0.3482976257801056
T0979TS246_4,0.8348708748817444,43.75,T0979,0.5118520000000001,0.493411,0.5957100000000001,0.62308,0.216832,1.31002686963,0.563463568687439
T0979TS116_5,0.8075162172317505,40.76,T0979,0.567963,0.5164989999999999,0.6974859999999999,0.706952,0.227893,1.3105709374799999,0.4520444571971893
T0979TS378_3,0.6794340014457703,42.66,T0979,0.422605,0.431934,0.442473,0.522827,0.193837,1.2340488797600002,0.406213104724884
T0979TS145_3,0.7422744631767273,51.09,T0979,0.497249,0.534068,0.254282,0.297445,0.104776,1.24144487124,0.23807793855667114
T0979TS441_2,0.7817158102989197,33.15,T0979,0.531081,0.505506,0.6485310000000001,0.666647,0.23483,1.30380465344,0.4890016317367554
T0979TS110_5,0.6656596660614014,43.21,T0979,0.431163,0.384629,0.248729,0.327804,0.0773797,1.30278012544,0.2607603669166565
T0979TS058_1,0.7165001034736633,46.2,T0979,0.472167,0.462245,0.479338,0.649645,0.104694,1.28471527619,0.31044429540634155
T0979TS023_4,0.8234739303588867,44.56,T0979,0.569693,0.471622,0.598449,0.577503,0.211418,1.30818803918,0.5193145275115967
T0979TS124_1,0.6376491189002991,36.41,T0979,0.470311,0.450496,0.343312,0.420805,0.136453,1.2846496227200002,0.3579845726490021
T0979TS312_1,0.8319112658500671,42.66,T0979,0.57077,0.488511,0.644413,0.645814,0.194924,1.3554652368,0.5505969524383545
T0979TS470_2,0.4730137884616852,39.4,T0979,0.326757,0.40061,0.319806,0.530025,0.08176289999999999,1.25350866731,0.18184058368206024
T0979TS432_1,0.5929878354072571,42.94,T0979,0.379026,0.39871,0.316383,0.32752600000000004,0.08407519999999999,1.2911755449,0.34472379088401794
T0979TS004_3,0.7746782898902893,54.35,T0979,0.507753,0.539724,0.301654,0.41566,0.0917275,1.28271237042,0.3929044008255005
T0979TS324_5,0.7321116924285889,36.41,T0979,0.51868,0.456994,0.609595,0.656592,0.188411,1.2293989276200001,0.4075567424297333
T0979TS470_4,0.5029336214065552,39.95,T0979,0.349271,0.39717,0.196482,0.303273,0.07600319999999999,1.31661499394,0.2118733674287796
T0979TS164_5,0.7425785660743713,49.46,T0979,0.50208,0.512904,0.335197,0.321885,0.0942133,1.28930041235,0.3918490409851074
T0979TS149_2,0.8376375436782837,42.66,T0979,0.556185,0.5218,0.678629,0.7044189999999999,0.269383,1.3505162830200002,0.5659995675086975
T0979TS116_2,0.745843231678009,49.73,T0979,0.538733,0.5973350000000001,0.351759,0.483805,0.0884383,1.3359431425900001,0.3186241090297699
T0979TS085_3,0.6913799643516539,33.97,T0979,0.49851,0.442701,0.544168,0.5680729999999999,0.195231,1.32311804835,0.4419088959693909
T0979TS156_4,0.7189447283744812,44.84,T0979,0.472029,0.504051,0.24115,0.405408,0.0972236,1.31719189156,0.41255757212638855
T0979TS312_3,0.6744015216827393,42.66,T0979,0.427737,0.475534,0.551672,0.7983180000000001,0.0982963,1.31198257491,0.32944780588150024
T0979TS407_4,0.8247331976890564,38.59,T0979,0.5790109999999999,0.527392,0.71055,0.7375010000000001,0.288207,1.2648787432600002,0.5598096251487732
T0979TS347_2,0.5848380923271179,36.41,T0979,0.354112,0.459303,0.4472,0.504189,0.13993699999999998,1.23317585457,0.3181139826774597
T0979TS156_3,0.6945846080780029,54.35,T0979,0.464683,0.4652600000000001,0.217953,0.257287,0.0846155,1.3154707010299995,0.3904994130134583
T0979TS365_2,0.5237135887145996,42.12,T0979,0.30245500000000003,0.324398,0.171249,0.203651,0.079636,1.1959714925799998,0.2701748609542847
T0979TS324_2,0.7461220026016235,35.33,T0979,0.440281,0.45847,0.531784,0.61142,0.221774,1.18339335488,0.3717091083526611
T0979TS498_2,0.6786184310913086,38.86,T0979,0.428946,0.396633,0.43829,0.455444,0.164766,1.20787283698,0.4290330111980438
T0979TS023_5,0.7112586498260498,39.13,T0979,0.47054,0.5267310000000001,0.297441,0.379154,0.0938391,1.30639094259,0.3040381968021393
T0979TS156_1,0.719343900680542,56.79,T0979,0.413865,0.483411,0.286025,0.481172,0.0947836,1.33118129888,0.40051791071891785
T0979TS261_5,0.8210433721542358,49.73,T0979,0.447819,0.5224770000000001,0.34239200000000003,0.5723729999999999,0.0998005,1.30209837691,0.3054400682449341
T0979TS368_2,0.8248624205589294,38.04,T0979,0.571308,0.448665,0.6492899999999999,0.622869,0.32865500000000003,1.3490935251499998,0.8262006640434265
T0979TS149_1,0.8248004317283629,43.21,T0979,0.540825,0.504367,0.653148,0.658766,0.265974,1.3117535746200002,0.5425504446029663
T0979TS261_1,0.7427067756652832,48.37,T0979,0.504367,0.462218,0.446379,0.5291560000000001,0.106637,1.25950984107,0.3277784585952759
T0979TS497_3,0.7341460585594177,39.13,T0979,0.470096,0.410246,0.37939,0.405804,0.104956,1.2150170655399999,0.3217809498310089
T0979TS441_4,0.8585836291313171,43.75,T0979,0.5781609999999999,0.5089359999999999,0.631728,0.643638,0.259782,1.3529808713999998,0.5747585296630859
T0979TS058_4,0.6840111017227173,40.76,T0979,0.467683,0.505616,0.25753000000000004,0.214973,0.100239,1.26860102046,0.34601035714149475
T0979TS498_5,0.7227973341941833,39.95,T0979,0.475899,0.423301,0.536513,0.499126,0.186389,1.2200513105,0.4749065637588501
T0979TS243_1,0.7903163433074951,41.85,T0979,0.4758439999999999,0.509851,0.452416,0.652736,0.102084,1.2935620301100001,0.30884262919425964
T0979TS085_4,0.7357177138328552,48.1,T0979,0.491986,0.5187229999999999,0.346685,0.498655,0.0921374,1.29046768235,0.3596465885639191
T0979TS312_2,0.8032934069633484,42.12,T0979,0.546022,0.501173,0.586712,0.653421,0.188174,1.30087570416,0.4057030081748961
T0979TS145_4,0.7448287010192871,45.11,T0979,0.442498,0.525192,0.366248,0.442651,0.104969,1.23737249795,0.26648181676864624
T0979TS470_5,0.537605345249176,38.59,T0979,0.359144,0.388178,0.203235,0.36495,0.0837508,1.29181210092,0.2377818524837494
T0979TS221_2,0.8680396676063538,44.56,T0979,0.5977859999999999,0.528099,0.707573,0.711148,0.267787,1.3774428090000002,0.6005862355232239
T0979TS110_1,0.640174150466919,42.94,T0979,0.442708,0.439105,0.255385,0.35667,0.08703689999999999,1.26518597134,0.26378029584884644
T0979TS156_2,0.7402668595314026,57.61,T0979,0.473983,0.539183,0.30357399999999995,0.48172,0.0974911,1.31564477956,0.3643022179603577
T0979TS221_1,0.7062685489654541,37.5,T0979,0.473075,0.477364,0.363864,0.4292760000000001,0.149141,1.28988222165,0.5258010029792786
T0979TS116_1,0.7779992818832397,59.51,T0979,0.55962,0.577389,0.357596,0.416845,0.0902067,1.3449400608000002,0.36085572838783264
T0979TS488_1,0.7121661305427551,37.77,T0979,0.4569760000000001,0.447319,0.514085,0.574963,0.154672,1.28240843292,0.3910046517848969
T0979TS243_2,0.7077766060829163,56.52,T0979,0.480949,0.486742,0.3121,0.457438,0.0962427,1.33797176411,0.3855260312557221
T0979TS488_2,0.7379981875419617,37.23,T0979,0.529904,0.487353,0.512023,0.492748,0.177624,1.2326780387799998,0.4943166971206665
T0979TS164_3,0.8115532398223877,42.66,T0979,0.537941,0.455848,0.582535,0.577924,0.226175,1.29219780704,0.5138578414916992
T1003TS246_3,0.7137976288795471,85.31,T1003,0.678236,0.637742,0.696803,0.6616479999999999,0.40678,1.7174683470899998,0.6766639947891235
T1003TS470_3,0.7017401456832886,85.08,T1003,0.676722,0.6135189999999999,0.669534,0.642311,0.366397,1.6595525832700002,0.5994377732276917
T1003TS023_3,0.7269348502159119,86.75,T1003,0.642566,0.610146,0.655025,0.645551,0.402095,1.7017749609600001,0.6757705211639404
T1003TS124_3,0.6096319556236267,65.78,T1003,0.571457,0.5497770000000001,0.533629,0.565874,0.353457,1.65338286053,0.4211105704307556
T1003TS160_1,0.681782066822052,84.04,T1003,0.673004,0.6171840000000001,0.6421479999999999,0.6212840000000001,0.383389,1.6908855759099999,0.5523021817207336
T1003TS164_1,0.6794978380203247,85.14,T1003,0.681555,0.621484,0.6310399999999999,0.639373,0.376617,1.66417557863,0.5850740671157837
T1003TS488_2,0.7402810454368591,84.1,T1003,0.72412,0.633289,0.726341,0.6576029999999999,0.437123,1.75378706002,0.6835679411888123
T1003TS368_4,0.7302706837654114,87.73,T1003,0.700605,0.6292409999999999,0.723819,0.6666270000000001,0.419678,1.7347429734900002,0.6714816689491272
T1003TS337_1,0.7084497213363647,81.28,T1003,0.6140479999999999,0.578915,0.6379739999999999,0.6072649999999999,0.367305,1.7361889479900003,0.6342053413391113
T1003TS152_2,0.27607494592666626,32.89,T1003,0.375566,0.339978,0.3411,0.365113,0.196288,1.34571522417,0.12515734136104584
T1003TS007_2,0.6947733759880066,85.48,T1003,0.6079680000000001,0.593892,0.6758350000000001,0.649147,0.378643,1.66976464049,0.6244549155235289
T1003TS116_1,0.7065255641937256,87.73,T1003,0.608245,0.574914,0.576847,0.5884159999999999,0.382653,1.6810181935799997,0.6190393567085266
T1003TS149_5,0.6770806908607483,72.93,T1003,0.601698,0.5616720000000001,0.5535399999999999,0.549265,0.358746,1.6082238881200002,0.5933093428611755
T1003TS243_3,0.7305867075920105,86.41,T1003,0.647703,0.6110869999999999,0.632256,0.629266,0.398585,1.6854606473500002,0.6776896119117737
T1003TS498_2,0.5945086479187012,55.47,T1003,0.563163,0.540231,0.542962,0.5521699999999999,0.328235,1.62959111326,0.45154061913490295
T1003TS116_2,0.7005768418312073,86.29,T1003,0.626362,0.5888760000000001,0.598567,0.599433,0.374013,1.7303136183099996,0.5769990086555481
T1003TS348_4,0.02049134112894535,37.9,T1003,0.142575,0.13131600000000002,-0.0476784,0.0124846,0.08403669999999999,1.16519632558,0.007898874580860138
T1003TS368_5,0.7335873246192932,89.06,T1003,0.6941689999999999,0.624602,0.713021,0.648148,0.412529,1.7389616436099995,0.6659267544746399
T1003TS312_1,0.6203821897506714,67.97,T1003,0.5653630000000001,0.5397890000000001,0.577217,0.555779,0.306293,1.64185695982,0.4660983383655548
T1003TS402_5,0.7023661732673645,86.58,T1003,0.627218,0.598978,0.667655,0.634075,0.382002,1.70781080591,0.6275721192359924
T1003TS156_2,0.727019190788269,86.35,T1003,0.659205,0.631948,0.678744,0.655938,0.414432,1.7489765618200002,0.6582129001617432
T1003TS312_2,0.6196636557579039,66.7,T1003,0.5335770000000001,0.498569,0.504191,0.522829,0.304196,1.63509658294,0.4399009943008423
T1003TS156_5,0.7259875535964966,86.17,T1003,0.6542520000000001,0.635957,0.687398,0.6644399999999999,0.4128350000000001,1.7716661992099998,0.671672523021698
T1003TS243_2,0.7349053621292114,84.73,T1003,0.672916,0.641196,0.659471,0.646146,0.401412,1.7067025622999998,0.6719689965248108
T1003TS149_2,0.6748431324958801,73.62,T1003,0.622853,0.560136,0.592406,0.561041,0.37426,1.59497090692,0.6140035390853882
T1003TS152_4,0.3002180159091949,30.41,T1003,0.378944,0.365322,0.353146,0.37647,0.223457,1.4041056876299998,0.15531311929225922
T1003TS266_5,0.6718584299087524,84.56,T1003,0.6623399999999999,0.586881,0.645146,0.60321,0.366958,1.6293120681600002,0.572100043296814
T1003TS004_1,0.7557012438774109,78.74,T1003,0.661538,0.632746,0.683141,0.649375,0.415718,1.7061119064399999,0.7420526146888733
T1003TS402_2,0.6989074945449829,86.12,T1003,0.617421,0.576869,0.634436,0.622211,0.388791,1.6877164822600002,0.6443560123443604
T1003TS498_1,0.6075193285942078,54.67,T1003,0.567524,0.532985,0.544556,0.542616,0.34912600000000005,1.6693384236500002,0.4655124247074127
T1003TS365_5,0.34827882051467896,51.27,T1003,0.41013,0.379264,0.393153,0.420021,0.247074,1.4719028549000002,0.2904292047023773
T1003TS164_5,0.6834535002708435,85.71,T1003,0.663778,0.643966,0.6491779999999999,0.6691600000000001,0.382472,1.68835740954,0.6004983186721802
T1003TS124_4,0.622961163520813,67.74,T1003,0.599236,0.579235,0.5392979999999999,0.591972,0.352793,1.6492390129199999,0.4994262158870697
T1003TS312_4,0.6126837134361267,66.01,T1003,0.5433180000000001,0.5189,0.513887,0.5198119999999999,0.30652,1.6410451792700005,0.4510713815689087
T1003TS116_5,0.6735352873802185,83.87,T1003,0.606294,0.5884510000000001,0.587598,0.595302,0.370718,1.6715574179600001,0.5428293347358704
T1003TS007_3,0.5904051065444946,75.98,T1003,0.586382,0.501374,0.546301,0.5112270000000001,0.33410300000000004,1.5674849069799999,0.5156570672988892
T1003TS058_3,0.7264755964279175,88.59,T1003,0.673504,0.6298729999999999,0.6472060000000001,0.6403939999999999,0.415645,1.7073476347999998,0.6772463917732239
T1003TS023_1,0.7264755964279175,88.59,T1003,0.673504,0.6298729999999999,0.6472060000000001,0.6403939999999999,0.415645,1.7073476347999998,0.6772463917732239
T1003TS488_3,0.7364486455917358,81.97,T1003,0.750116,0.6640739999999999,0.749211,0.682904,0.434721,1.75296849229,0.6769558787345886
T1003TS085_2,0.6708820462226868,83.7,T1003,0.654382,0.609677,0.610349,0.611908,0.377961,1.6766485257400001,0.5592501759529114
T1003TS261_3,0.6869578361511229,80.99,T1003,0.599003,0.5922390000000001,0.587378,0.610186,0.367424,1.6990234137,0.5706498622894287
T1003TS085_5,0.5609858632087708,59.16,T1003,0.537787,0.5120520000000001,0.500279,0.519903,0.314104,1.59259776178,0.4208696484565735
T1003TS312_3,0.6156109571456909,65.38,T1003,0.547025,0.509169,0.516867,0.540162,0.309254,1.63064847134,0.4567675888538361
T1003TS432_4,0.6058405041694641,62.21,T1003,0.5399729999999999,0.5074930000000001,0.5045970000000001,0.518742,0.34857,1.60626606685,0.5047961473464966
T1003TS348_2,0.01662519574165344,36.87,T1003,0.16005,0.126021,-0.0301894,0.0205319,0.0928405,1.04062224875,0.010189410299062729
T1003TS266_4,0.6997541785240173,83.7,T1003,0.642962,0.588084,0.6356109999999999,0.6176590000000001,0.35945,1.6232796478799998,0.6038767695426941
T1003TS246_1,0.7254277467727661,86.81,T1003,0.677321,0.635216,0.694736,0.664331,0.411788,1.71610713155,0.6769921779632568
T1003TS058_4,0.7311781644821167,86.98,T1003,0.688806,0.653613,0.668296,0.666987,0.41512,1.7218884734200002,0.6858712434768677
T1003TS441_4,0.6791155338287354,80.3,T1003,0.641725,0.555602,0.587068,0.5758,0.39631,1.70328905479,0.5981333255767822
T1003TS004_4,0.76568603515625,69.76,T1003,0.650993,0.5649689999999999,0.638556,0.589041,0.399327,1.69046556408,0.6885523796081543
T1003TS145_5,0.7260221838951111,88.25,T1003,0.654281,0.6180720000000001,0.621762,0.616472,0.367607,1.7207210215400002,0.6314873099327087
T1003TS470_1,0.7248626947402954,84.45,T1003,0.652311,0.598113,0.6320640000000001,0.60411,0.377583,1.64990048627,0.6410312056541443
T1003TS402_3,0.6912240982055664,86.12,T1003,0.637396,0.588795,0.672031,0.641674,0.381978,1.7020804736000001,0.6181529760360718
T1003TS368_2,0.7214494347572327,88.88,T1003,0.699418,0.6268090000000001,0.722699,0.645389,0.413625,1.7420287371799998,0.6735042929649353
T1003TS246_5,0.7141323685646057,87.44,T1003,0.68658,0.625282,0.684851,0.6512439999999999,0.407287,1.7040617645200002,0.6675719022750854
T1003TS004_3,0.7629662156105042,88.36,T1003,0.674584,0.6305890000000001,0.692675,0.661049,0.404124,1.6796838093700002,0.7128132581710815
T1003TS402_1,0.7018188834190369,86.81,T1003,0.619807,0.584348,0.659062,0.629837,0.382227,1.6930266398299998,0.635760486125946
T1003TS347_2,0.7650024294853209,85.54,T1003,0.6649609999999999,0.621274,0.662431,0.637029,0.4134560000000001,1.7086406084999999,0.6614213585853577
T1003TS261_4,0.7226563096046448,88.31,T1003,0.6408590000000001,0.602847,0.610687,0.602919,0.364012,1.6889214480599999,0.6278199553489685
T1003TS110_1,0.6908798813819885,85.08,T1003,0.607754,0.561316,0.5622550000000001,0.556117,0.349549,1.63275734477,0.6059039831161499
T1003TS365_2,0.3375326097011566,49.65,T1003,0.462716,0.423546,0.422513,0.438906,0.229858,1.46140814282,0.250067800283432
T1003TS261_1,0.7241088747978209,88.59,T1003,0.614202,0.61056,0.617139,0.642784,0.392626,1.71418365261,0.6581803560256958
T1003TS110_3,0.6952233910560608,83.41,T1003,0.615967,0.5512670000000001,0.5177069999999999,0.558377,0.34054,1.6207735470700002,0.5852481722831726
T1003TS160_4,0.6699779033660889,85.02,T1003,0.675405,0.63454,0.6536649999999999,0.651295,0.379594,1.7086592508,0.5645146369934082
T1003TS124_2,0.6168501377105713,68.89,T1003,0.561651,0.565635,0.503997,0.56258,0.3534,1.6466330112099998,0.4606486260890961
T1003TS402_4,0.7004796266555786,86.06,T1003,0.62249,0.588979,0.666008,0.644992,0.38606,1.7071243903100002,0.6276787519454956
T1003TS145_2,0.7271425724029541,88.77,T1003,0.607437,0.61915,0.611699,0.643663,0.37437,1.72583534568,0.6515660881996155
T1003TS243_4,0.7300096750259399,86.46,T1003,0.647515,0.624491,0.646281,0.6367079999999999,0.407935,1.71260380919,0.6707069873809814
T1003TS243_5,0.7375325560569763,85.2,T1003,0.653306,0.621438,0.659295,0.657929,0.409966,1.73119241893,0.6901797652244568
T1003TS164_3,0.6803984045982361,85.48,T1003,0.6262,0.5749340000000001,0.584521,0.587233,0.377767,1.6817681231000001,0.5647777318954468
T1003TS156_4,0.7380592823028564,86.64,T1003,0.640031,0.6294390000000001,0.676917,0.660281,0.415064,1.76842107777,0.6764771938323975
T1003TS470_5,0.7276073694229126,85.2,T1003,0.6428470000000001,0.616161,0.664612,0.6298050000000001,0.375197,1.6831786122799999,0.6428897380828857
T1003TS164_4,0.6906034350395203,84.16,T1003,0.665285,0.611876,0.627869,0.614306,0.376754,1.66106585508,0.5631105899810791
T1003TS441_5,0.6794788241386414,80.36,T1003,0.642913,0.5667220000000001,0.588605,0.581412,0.395763,1.70347980859,0.5972046852111816
T1003TS164_2,0.700341522693634,84.73,T1003,0.660829,0.613556,0.6512899999999999,0.625509,0.382516,1.69168457436,0.5875325798988342
T1003TS149_3,0.6893556714057922,70.39,T1003,0.6296579999999999,0.5877680000000001,0.598485,0.582669,0.382127,1.63719972212,0.6214253902435303
T1003TS023_5,0.7270315885543823,86.23,T1003,0.6726340000000001,0.62638,0.64026,0.6244109999999999,0.400264,1.71294932449,0.6737669706344604
T1003TS007_1,0.5412533283233643,71.83,T1003,0.543035,0.479336,0.487412,0.4915850000000001,0.34642399999999995,1.60607132891,0.4801716208457947
T1003TS004_5,0.7534061074256897,69.12,T1003,0.622895,0.54446,0.610332,0.579824,0.39821,1.7072010088299998,0.6738662719726562
T1003TS058_2,0.7385544776916504,87.1,T1003,0.684619,0.642877,0.6527689999999999,0.643163,0.39745,1.70007578396,0.6787015199661255
T1003TS368_1,0.7393630146980286,88.88,T1003,0.707018,0.633357,0.744302,0.6764859999999999,0.411759,1.7272620379299999,0.6921345591545105
T1003TS156_1,0.7303067445755005,86.12,T1003,0.657466,0.636807,0.707846,0.6633020000000001,0.412369,1.76333497741,0.6548010110855103
T1003TS498_3,0.6013956665992737,53.51,T1003,0.574941,0.557442,0.575124,0.583123,0.330298,1.67132700354,0.4320107102394104
T1003TS261_5,0.7259727120399475,89.06,T1003,0.653097,0.630311,0.666272,0.65317,0.397452,1.6772520942200002,0.6671523451805115
T1003TS266_2,0.6884629130363464,83.41,T1003,0.6480859999999999,0.591383,0.625609,0.613283,0.364011,1.63272204645,0.5925599336624146
T1003TS365_4,0.3946260809898377,49.19,T1003,0.423453,0.39935,0.401592,0.428809,0.264831,1.4888569893299999,0.2769085764884949
T1003TS498_5,0.5981274247169495,51.67,T1003,0.565246,0.546357,0.533546,0.560159,0.326935,1.64378904379,0.4169393181800842
T1003TS441_3,0.588234543800354,75.11,T1003,0.53151,0.456072,0.52689,0.49388,0.32802,1.6460201098299998,0.4796326756477356
T1003TS470_2,0.7156896591186523,86.92,T1003,0.6349319999999999,0.613163,0.6714359999999999,0.6500640000000001,0.380154,1.65254898829,0.6421360969543457
T1003TS160_5,0.6598529815673828,70.22,T1003,0.590777,0.529718,0.55114,0.551844,0.339388,1.64180423898,0.4989302158355713
T1003TS023_4,0.7362574338912964,86.69,T1003,0.655371,0.627475,0.659511,0.651895,0.400035,1.71732458068,0.658770740032196
T1003TS156_3,0.7315304279327393,86.06,T1003,0.669621,0.6466770000000001,0.706132,0.6756850000000001,0.4175430000000001,1.7672833118,0.6815282702445984
T1003TS246_2,0.7134068608283997,84.79,T1003,0.667886,0.635382,0.6910069999999999,0.664406,0.404763,1.6911328678200002,0.6651782393455505
T1003TS058_5,0.7356618642807007,86.87,T1003,0.677344,0.627709,0.640784,0.626159,0.405819,1.71326274986,0.6786785125732422
T1003TS337_4,0.6419748663902283,66.01,T1003,0.588429,0.5559470000000001,0.619028,0.600957,0.342102,1.62949343861,0.5229525566101074
T1003TS470_4,0.7277095317840576,84.33,T1003,0.619005,0.599059,0.6498659999999999,0.6251329999999999,0.370808,1.6805961287600002,0.6378082633018494
T1003TS347_4,0.7667939066886902,86.0,T1003,0.66346,0.615476,0.66737,0.656072,0.41484,1.7152348441799998,0.6857070922851562
T1003TS085_4,0.6702888607978821,65.9,T1003,0.613581,0.5610689999999999,0.566525,0.572209,0.352549,1.69429307625,0.4979977607727051
T1003TS243_1,0.7386640906333923,86.64,T1003,0.668535,0.62815,0.641297,0.629412,0.399927,1.69120336066,0.6814613938331604
T1003TS124_5,0.6118114590644836,66.42,T1003,0.570835,0.566198,0.545817,0.584441,0.350161,1.6674447592700001,0.4871512651443482
T1003TS246_4,0.7207290530204773,85.6,T1003,0.684178,0.633782,0.680639,0.647709,0.407437,1.7016841366600002,0.6832132339477539
T1003TS365_3,0.3651045560836792,49.02,T1003,0.460507,0.443987,0.430063,0.453323,0.266381,1.5030572258300001,0.3064161241054535
T1003TS348_1,0.035131219774484634,38.19,T1003,0.150886,0.140847,-0.0726563,0.0403263,0.107248,1.2062355569299998,0.012658908031880856
T1003TS085_3,0.6942564845085144,86.06,T1003,0.665755,0.610491,0.633587,0.6188279999999999,0.381751,1.67221263366,0.5531318783760071
T1003TS337_5,0.6770653128623962,71.08,T1003,0.612062,0.573484,0.6163029999999999,0.601823,0.374281,1.68281258403,0.5998342037200928
T1003TS110_5,0.6942595839500427,83.87,T1003,0.635675,0.592773,0.54282,0.588371,0.349707,1.67251733978,0.5862101912498474
T1003TS266_1,0.6862015128135681,83.93,T1003,0.645031,0.584381,0.6492640000000001,0.629746,0.370642,1.59878745377,0.5899213552474976
T1003TS023_2,0.7288409471511841,85.43,T1003,0.645608,0.629654,0.650105,0.668246,0.409725,1.7153763768999999,0.6705212593078613
T1003TS347_3,0.7714327573776245,85.48,T1003,0.660878,0.619134,0.651978,0.637369,0.416999,1.72527842655,0.6903675198554993
T1003TS004_2,0.7599502205848694,89.06,T1003,0.675806,0.631451,0.699611,0.652562,0.415437,1.68016248898,0.7347562909126282
T1003TS007_4,0.7098178863525391,83.7,T1003,0.653027,0.604967,0.6393979999999999,0.6144689999999999,0.38704,1.64966195301,0.6400531530380249
T1003TS312_5,0.6204628348350525,66.82,T1003,0.5499569999999999,0.505876,0.558737,0.53625,0.314593,1.6500751834799998,0.44313699007034296
T1003TS347_1,0.7511628866195679,83.81,T1003,0.6727380000000001,0.6221300000000001,0.675149,0.6520520000000001,0.410249,1.71764258206,0.6654434204101562
T1003TS124_1,0.6206918358802795,65.9,T1003,0.602507,0.609796,0.567307,0.617664,0.351949,1.6597858729700001,0.4576159119606018
T1003TS432_5,0.6745163202285767,69.82,T1003,0.588044,0.56194,0.5989869999999999,0.591865,0.368943,1.66842367236,0.5522471070289612
T1003TS145_1,0.7153186202049255,89.52,T1003,0.625783,0.60797,0.6202350000000001,0.631606,0.375294,1.7045888674599998,0.6265710592269897
